Date,ASII.JK,BBCA.JK,BMRI.JK,KLBF.JK,SMGR.JK,TLKM.JK
2022-03-10,4269.57958984375,6813.24658203125,2952.7216796875,1476.557861328125,6116.98291015625,3566.576171875
2022-03-11,4286.6572265625,6834.73876953125,2943.103759765625,1485.757568359375,6028.96875,3712.15087890625
2022-03-14,4354.9697265625,6942.20263671875,2981.57568359375,1499.5572509765625,5962.95849609375,3704.063232421875
2022-03-15,4303.73583984375,7006.6826171875,2991.193603515625,1490.357421875,5830.93701171875,3736.4130859375
2022-03-16,4372.04931640625,7049.66796875,3058.51953125,1490.357421875,5874.94482421875,3744.50048828125
2022-03-17,4389.1279296875,6877.724609375,3058.51953125,1481.15771484375,5940.95458984375,3623.1884765625
2022-03-18,4372.04931640625,6791.7529296875,3048.9013671875,1499.5572509765625,5852.94091796875,3671.713134765625
2022-03-21,4508.67529296875,6791.7529296875,3083.417724609375,1517.956787109375,5786.9306640625,3679.80078125
2022-03-22,4491.59619140625,6813.24658203125,3093.494384765625,1522.5565185546875,5852.94091796875,3679.80078125
2022-03-23,4423.28369140625,6791.7529296875,3133.800537109375,1527.1563720703125,5786.9306640625,3679.80078125
2022-03-24,4491.59619140625,6813.24658203125,3194.259521484375,1554.755615234375,5786.9306640625,3687.88818359375
2022-03-25,4372.04931640625,6834.73876953125,3164.030029296875,1536.356201171875,5720.91943359375,3655.5380859375
2022-03-28,4576.98828125,6895.84130859375,3174.1064453125,1499.5572509765625,5962.95849609375,3720.238525390625
2022-03-29,4474.5185546875,6852.19677734375,3194.259521484375,1499.5572509765625,5874.94482421875,3687.88818359375
2022-03-30,4542.83203125,6874.01806640625,3174.1064453125,1527.1563720703125,5940.95458984375,3704.063232421875
2022-03-31,4491.59619140625,6961.3076171875,3184.18310546875,1481.15771484375,5852.94091796875,3704.063232421875
2022-04-01,4576.98828125,6917.6640625,3174.1064453125,1485.757568359375,5962.95849609375,3704.063232421875
2022-04-04,4662.380859375,6895.84130859375,3153.953369140625,1550.1556396484375,6028.96875,3671.713134765625
2022-04-05,4713.615234375,6895.84130859375,3153.953369140625,1481.15771484375,6006.96533203125,3655.5380859375
2022-04-06,4781.927734375,6764.90771484375,3093.494384765625,1467.3580322265625,5896.9482421875,3582.75146484375
2022-04-07,4713.615234375,6764.90771484375,3103.570556640625,1453.5584716796875,5808.93359375,3671.713134765625
2022-04-08,4781.927734375,6852.19677734375,3103.570556640625,1453.5584716796875,5874.94482421875,3704.063232421875
2022-04-11,4679.45849609375,6743.0849609375,3093.494384765625,1458.1583251953125,5737.28515625,3712.15087890625
2022-04-12,4747.77197265625,6808.55126953125,3103.570556640625,1458.1583251953125,5692.10986328125,3744.50048828125
2022-04-13,4764.85009765625,6808.55126953125,3113.6474609375,1467.3580322265625,5601.759765625,3793.025390625
2022-04-14,4696.53662109375,6721.26318359375,3093.494384765625,1458.1583251953125,5443.64453125,3784.938232421875
2022-04-18,4781.927734375,6721.26318359375,3073.34130859375,1471.9580078125,5556.58349609375,3809.20068359375
2022-04-19,4713.615234375,6655.79541015625,3053.188232421875,1448.9586181640625,5466.23291015625,3784.938232421875
2022-04-20,4713.615234375,6677.6181640625,3164.030029296875,1435.1590576171875,5375.88134765625,3744.50048828125
2022-04-21,4781.927734375,6917.6640625,3345.40771484375,1471.9580078125,5488.8203125,3736.4130859375
2022-04-22,4816.08544921875,6874.01806640625,3335.3310546875,1448.9586181640625,5421.05712890625,3736.4130859375
2022-04-25,4833.1640625,6983.13037109375,3315.177734375,1476.557861328125,5398.4697265625,3809.20068359375
2022-04-26,4918.5546875,7092.24169921875,3365.560791015625,1494.957275390625,5782.46044921875,3849.6376953125
2022-04-27,4867.31982421875,7157.708984375,3315.177734375,1485.757568359375,5850.22412109375,3857.724853515625
2022-04-28,5174.7294921875,7092.24169921875,3607.3974609375,1508.7568359375,5782.46044921875,3736.4130859375
2022-05-09,4942.669921875,6633.9736328125,3355.484130859375,1407.559814453125,5533.99609375,3485.701171875
2022-05-10,4907.61474609375,6568.5068359375,3264.795166015625,1485.757568359375,5511.408203125,3509.964111328125
2022-05-11,4837.50634765625,6677.6181640625,3224.4892578125,1504.1571044921875,5850.22412109375,3501.87646484375
2022-05-12,4802.4521484375,6350.28466796875,3174.1064453125,1453.5584716796875,5669.52197265625,3477.61376953125
2022-05-13,4995.25146484375,6393.9287109375,3143.876953125,1471.9580078125,5692.10986328125,3445.263916015625
2022-05-17,4907.61474609375,6459.39599609375,3164.030029296875,1494.957275390625,5737.28515625,3380.564453125
2022-05-18,4977.7236328125,6612.15087890625,3184.18310546875,1494.957275390625,5850.22412109375,3437.1767578125
2022-05-19,4907.61474609375,6503.0400390625,3184.18310546875,1476.557861328125,5624.34716796875,3404.82666015625
2022-05-20,4995.25146484375,6459.39599609375,3224.4892578125,1494.957275390625,5737.28515625,3372.476806640625
