Date,VQE,Nash,Benchmark
2023-03-10,224648217.37087286,224648217.37087286,188904592.40049443
2023-03-13,227306760.11544406,227306760.11544406,191408658.1814574
2023-03-14,221324983.38874054,221324983.38874054,184028997.01135528
2023-03-15,221324983.38874054,221324983.38874054,183156248.3557867
2023-03-16,220660366.2197372,220660366.2197372,178166599.52513725
2023-03-17,222654291.795305,222654291.795305,184844680.22305152
2023-03-20,223318923.77801993,223318923.77801993,182416145.7226833
2023-03-21,225977451.70887956,225977451.70887956,183611126.53654778
2023-03-24,234617785.99386582,234617785.99386582,183894861.8827746
2023-03-27,231294596.45286816,231294596.45286816,182946577.71946505
2023-03-28,230629934.84273016,230629934.84273016,186684198.58662668
2023-03-29,238629442.77947354,238629442.77947354,193766906.1670875
2023-03-30,239307362.66145507,239307362.66145507,193523992.81238943
2023-03-31,237273588.20179898,237273588.20179898,194252728.6493374
2023-04-03,238629442.77947354,238629442.77947354,196385081.7281256
2023-04-04,237951522.89749205,237951522.89749205,200991667.95499894
2023-04-05,236595668.31981745,236595668.31981745,201041116.1094646
2023-04-06,237273588.20179898,237273588.20179898,199489093.85254717
2023-04-10,238629442.77947354,238629442.77947354,198566939.28591353
2023-04-11,239307362.66145507,239307362.66145507,201378561.73890436
2023-04-12,241341137.12111112,241341137.12111112,198031608.0975177
2023-04-13,242019071.8168042,242019071.8168042,198225059.21661663
2023-04-14,244052846.2764603,244052846.2764603,197059949.05188435
2023-04-17,244730780.97215334,244730780.97215334,194635224.60994512
2023-04-18,247442475.31379092,247442475.31379092,201518130.26368052
2023-04-26,249476205.33231235,249476205.33231235,206462107.19515443
2023-04-27,248120380.3820609,248120380.3820609,205202468.98282665
2023-04-28,245408700.85413486,245408700.85413486,206610510.81053674
2023-05-02,245408700.85413486,245408700.85413486,200065022.62397408
2023-05-03,242019071.8168042,242019071.8168042,197352324.64218158
2023-05-04,244052846.2764603,244052846.2764603,197059949.05188435
2023-05-05,244052846.2764603,244052846.2764603,191387209.5208903
2023-05-08,244052846.2764603,244052846.2764603,194878133.73749697
2023-05-09,242019071.8168042,242019071.8168042,195170523.40892774
2023-05-10,242019071.8168042,242019071.8168042,197352324.64218158
2023-05-11,239307362.66145507,239307362.66145507,190469428.84243348
2023-05-12,238629442.77947354,238629442.77947354,188530526.8827442
2023-05-15,237951522.89749205,237951522.89749205,183973428.2403165
2023-05-16,235917748.43783596,235917748.43783596,183829457.66509646
2023-05-17,237951522.89749205,237951522.89749205,178737027.83427292
2023-05-19,244052846.2764603,244052846.2764603,174805344.13399214
2023-05-22,244052846.2764603,244052846.2764603,176987166.48894626
2023-05-23,247442475.31379092,247442475.31379092,181378082.12591743
2023-05-24,244730780.97215334,244730780.97215334,178669465.13908035
2023-05-25,245408700.85413486,245408700.85413486,172574693.19444728
2023-05-26,248120380.3820609,248120380.3820609,171897349.5473562
2023-05-29,248120380.3820609,248120380.3820609,170929926.39056602
2023-05-30,250832074.72369847,250832074.72369847,173638557.45853665
2023-05-31,245408700.85413486,245408700.85413486,168705007.6078533
2023-06-05,249476205.33231235,249476205.33231235,172767940.12166035
