Date,ASII.JK,BBCA.JK,TLKM.JK,TPIA.JK
2022-06-17,5118.5908203125,6833.27392578125,3453.9140625,2371.28662109375
2022-06-20,5100.17822265625,6947.16162109375,3386.84814453125,2333.943359375
2022-06-21,5044.94189453125,6969.93994140625,3445.531005859375,2371.28662109375
2022-06-22,5008.1171875,6833.27392578125,3395.231201171875,2365.062744140625
2022-06-23,5063.35400390625,6856.05126953125,3487.447509765625,2352.614990234375
2022-06-24,4916.05615234375,6810.49658203125,3479.064208984375,2352.614990234375
2022-06-27,4897.64404296875,6696.60888671875,3411.997802734375,2352.614990234375
2022-06-28,4934.46826171875,6651.05322265625,3378.464599609375,2352.614990234375
2022-06-29,4787.1708984375,6628.2763671875,3386.84814453125,2284.152587890625
2022-06-30,4879.2314453125,6605.498046875,3353.31494140625,2240.585693359375
2022-07-01,4805.58349609375,6605.498046875,3370.08154296875,2178.347412109375
2022-07-04,4787.1708984375,6423.27734375,3344.931640625,2178.347412109375
2022-07-05,4658.28515625,6605.498046875,3344.931640625,2153.45166015625
2022-07-06,4474.1630859375,6651.05322265625,3370.08154296875,2134.7802734375
2022-07-07,4382.1025390625,6468.8330078125,3386.84814453125,2165.8994140625
2022-07-08,4400.5146484375,6514.3876953125,3361.6982421875,2172.123046875
2022-07-11,4455.75048828125,6491.60986328125,3386.84814453125,2172.123046875
2022-07-12,4492.57568359375,6537.166015625,3361.6982421875,2253.033447265625
2022-07-13,4290.04150390625,6377.72216796875,3303.01513671875,2290.37646484375
2022-07-14,4492.57568359375,6400.5,3370.08154296875,2358.838623046875
2022-07-15,4382.1025390625,6377.72216796875,3479.064208984375,2377.510498046875
2022-07-18,4437.33935546875,6514.3876953125,3512.597412109375,2389.9580078125
2022-07-19,4474.1630859375,6537.166015625,3487.447509765625,2365.062744140625
2022-07-20,4621.46044921875,6742.1640625,3529.36376953125,2389.9580078125
2022-07-21,4547.8115234375,6742.1640625,3571.2802734375,2414.853515625
2022-07-22,4474.1630859375,6673.83056640625,3546.13037109375,2402.40576171875
2022-07-25,4474.1630859375,6651.05322265625,3554.513671875,2377.510498046875
2022-07-26,4492.57568359375,6651.05322265625,3562.89697265625,2327.7197265625
2022-07-27,4492.57568359375,6673.83056640625,3604.8134765625,2327.7197265625
2022-07-28,4455.75048828125,6696.60888671875,3554.513671875,2327.7197265625
2022-07-29,4658.28515625,6696.60888671875,3546.13037109375,2365.062744140625
